Pais,continente,Ano,Expectativa de vida,Pop Total,PIB,Renda-per-capita
Jordan,Asia,1987,65.869,2820042,4448.679912,0.0015775225730680605
Jordan,Asia,1992,68.015,3867409,3431.593647,0.0008873107672346008
Jordan,Asia,1997,69.77199999999999,4526235,3645.379572,0.0008053889318605861
Jordan,Asia,2002,71.263,5307470,3844.917194,0.0007244350310034725
Jordan,Asia,2007,72.535,6053193,4519.461171,0.0007466243304979702
Kazakhstan,FSU,1992,65.359,16542063,5919.908968,0.0003578700533301076
Kazakhstan,FSU,1997,62.959,15484518,4709.057407,0.00030411391604181674
Kazakhstan,FSU,2002,64.878,15077224,6667.304371,0.00044221034130686126
Kazakhstan,FSU,2007,66.99600000000001,15284929,10312.77139,0.0006747019492206996
Kenya,Africa,1952,42.27,6464046,853.5409189999998,0.00013204437576712786
Kenya,Africa,1957,44.68600000000001,7454779,944.4383152,0.0001266889756490434
Kenya,Africa,1962,47.949,8678557,896.9663732,0.00010335432183023053
Kenya,Africa,1967,50.654,10191512,1056.736457,0.00010368789802729958
Kenya,Africa,1972,53.559,12044785,1222.359968,0.00010148458175052523
Kenya,Africa,1977,56.155,14500404,1267.613204,8.741916459706915e-05
Kenya,Africa,1982,58.76600000000001,17661452,1348.225791,7.633719985197141e-05
Kenya,Africa,1987,59.339,21198082,1361.936856,6.424811716456234e-05
Kenya,Africa,1992,59.285,25020539,1341.9217210000004,5.363280627167946e-05
Kenya,Africa,1997,54.407,28263827,1360.4850210000004,4.813520196681081e-05
Kenya,Africa,2002,50.992,31386842,1287.514732,4.1020843447709716e-05
Kenya,Africa,2007,54.11,35610177,1463.249282,4.1090761273104594e-05
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,0.00012275441103749732
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,0.00016693986302329064
"Korea, Dem. Rep.",Asia,1962,56.65600000000001,10917494,1621.693598,0.0001485408279592368
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,0.00016989292858553086
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,0.00025042697720712353
"Korea, Dem. Rep.",Asia,1977,67.15899999999999,16325320,4106.301249,0.00025152960242126956
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,0.0002326970451595516
"Korea, Dem. Rep.",Asia,1987,70.64699999999998,19067554,4106.492315,0.00021536544828980165
"Korea, Dem. Rep.",Asia,1992,69.97800000000001,20711375,3726.063507,0.00017990420756709778
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,7.832979334592072e-05
"Korea, Dem. Rep.",Asia,2002,66.66199999999999,22215365,1646.758151,7.412699053110313e-05
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,6.836684751879957e-05
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,4.9198650573854126e-05
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,6.578909475121389e-05
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,5.815013379670418e-05
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,6.734685679200823e-05
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,9.046042829428444e-05
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,0.00012781921780656493
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,0.0001429828221532828
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,0.00020501390622747583
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,0.00027631901327346254
"Korea, Rep.",Asia,1997,74.64699999999998,46173816,15993.52796,0.00034637656891949324
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,0.0004009657911386798
"Korea, Rep.",Asia,2007,78.623,49044790,23348.139730000006,0.0004760574921413672
Kuwait,Asia,1952,55.565,160000,108382.3529,0.677389705625
Kuwait,Asia,1957,58.033,212846,113523.1329,0.5333580753220638
Kuwait,Asia,1962,60.47,358266,95458.11176,0.2664447973293586
Kuwait,Asia,1967,64.624,575003,80894.88326,0.1406860194816375
Kuwait,Asia,1972,67.712,841934,109347.867,0.12987700579855427
Kuwait,Asia,1977,69.343,1140357,59265.47714,0.051970985524708496
Kuwait,Asia,1982,71.309,1497494,31354.03573,0.02093767035460576
Kuwait,Asia,1987,74.17399999999998,1891487,28118.42998,0.014865780193043887
Kuwait,Asia,1992,75.19,1418095,34932.91959,0.024633694914656633
Kuwait,Asia,1997,76.156,1765345,40300.61996,0.02282875016498192
Kuwait,Asia,2002,76.904,2111561,35110.10566,0.016627559260660715
Kuwait,Asia,2007,77.58800000000002,2505559,47306.98978,0.01888081253724219
Latvia,FSU,1965,71.2,2253604,4078.828307,0.0018099135016622265
Latvia,FSU,1966,71.16,2278721,4110.991504,0.0018040784738456352
Latvia,FSU,1967,70.82,2301371,4444.343948,0.0019311723090279663
Latvia,FSU,1968,70.46,2322031,4596.577322,0.001979550368621263
Latvia,FSU,1969,70.2,2341871,4651.532907,0.001986246427322427
Latvia,FSU,1970,70.22,2361159,5470.687438,0.00231695003936626
Latvia,FSU,1971,70.57,2381641,5845.609237,0.00245444600466653
Latvia,FSU,1972,70.25,2401244,6095.312282,0.002538397714684555
Latvia,FSU,1973,70.2,2421355,6395.096187,0.002641122919604932
Latvia,FSU,1974,70.11,2442473,6651.164666,0.002723127201815537
Latvia,FSU,1975,69.28,2461606,7050.0274260000015,0.002863995060948016
Latvia,FSU,1976,69.41,2476760,7350.82488,0.0029679197338458307
Latvia,FSU,1977,69.45,2491407,7488.923551999998,0.0030059013047647365
Latvia,FSU,1978,69.35,2504508,7635.76512,0.003048808436627074
Latvia,FSU,1979,68.87,2514167,8000.7585629999985,0.003182270136788844
Latvia,FSU,1980,69.19,2524543,8278.288323,0.003279123517801044
Latvia,FSU,1981,69.13,2536976,8578.012786,0.0033811958749314142
Latvia,FSU,1982,69.71,2552229,8728.455351999999,0.003419934242577762
Latvia,FSU,1983,69.47,2569826,9127.299087,0.003551718710527483
Latvia,FSU,1984,69.51,2587996,9596.890615,0.0037082323987363197
Latvia,FSU,1985,69.63,2606405,9502.493873,0.0036458239885973206
Latvia,FSU,1986,71.01,2626695,9893.284982,0.0037664384262352498
Latvia,FSU,1987,71.05,2648965,10063.52646,0.0037990409310806293
Latvia,FSU,1988,70.99,2664068,10512.99302,0.0039462179719136296
Latvia,FSU,1989,70.46,2667309,11044.47612,0.0041406811584259635
Latvia,FSU,1990,69.51,2663590,10217.78407,0.0038360949207648324
Latvia,FSU,1991,69.24,2651308,8960.019583,0.0033794714092063236
Latvia,FSU,1992,68.57,2615869,6151.514963000001,0.0023516143059916232
Latvia,FSU,1993,66.78,2565708,5948.957499,0.002318641676683395
Latvia,FSU,1994,65.53,2523532,6169.897953,0.00244494539914691
Latvia,FSU,1995,66.33,2488008,6191.799537,0.00248865740664821
Latvia,FSU,1996,68.93,2460277,6488.442082000001,0.0026372811199714507
Latvia,FSU,1997,69.56,2435967,7143.441634999999,0.002932487030817741
Latvia,FSU,1998,69.2,2413173,7604.973664,0.003151441551848956
Latvia,FSU,1999,69.99,2393657,8028.968025,0.003354268395597197
Latvia,FSU,2000,70.56,2376178,8649.224406,0.0036399732705209792
Latvia,FSU,2001,70.32,2358232,9396.422979,0.0039845201740117174
Latvia,FSU,2002,70.68,2340205,10094.47045,0.0043134983687326545
Latvia,FSU,2003,71.17,2322943,10879.76673,0.0046836133000250114
Latvia,FSU,2004,71.51,2306306,11888.05426,0.005154586711390423
Latvia,FSU,2005,71.25,2290237,13218.0,0.005771455093948792
Latvia,FSU,2007,72.67399999999998,2259810,16539.4535,0.007318957567229103
Lebanon,Asia,1952,55.928,1439529,4834.804067,0.003358601366835958
Lebanon,Asia,1957,59.489,1647412,6089.786934000002,0.003696577986563168
Lebanon,Asia,1962,62.094,1886848,5714.560611,0.0030286279610228276
Lebanon,Asia,1967,63.87,2186894,6006.983042,0.00274681033557182
Lebanon,Asia,1972,65.421,2680018,7486.384341,0.0027934082312133725
Lebanon,Asia,1977,66.09899999999999,3115787,8659.696836,0.002779296799171445
Lebanon,Asia,1982,66.983,3086876,7640.519520999998,0.0024751624363920023
Lebanon,Asia,1987,67.926,3089353,5377.091329,0.0017405234458477228
Lebanon,Asia,1992,69.292,3219994,6890.806854,0.002140006116160465
Lebanon,Asia,1997,70.265,3430388,8754.96385,0.0025521788934662784
Lebanon,Asia,2002,71.028,3677780,9313.93883,0.0025324893903387368
Lebanon,Asia,2007,71.993,3921278,10461.05868,0.002667767671662147
Lesotho,Africa,1952,42.13800000000001,748747,298.8462121,0.000399128426691526
Lesotho,Africa,1957,45.047,813338,335.9971151000001,0.0004131088367935595
Lesotho,Africa,1962,47.747,893143,411.8006266,0.0004610690859134539
Lesotho,Africa,1967,48.492,996380,498.6390265,0.0005004506578815311
Lesotho,Africa,1972,49.767,1116779,496.5815922000001,0.0004446552023274078
Lesotho,Africa,1977,52.208,1251524,745.3695408,0.0005955695142881799
Lesotho,Africa,1982,55.078,1411807,797.2631074,0.000564711116604465
Lesotho,Africa,1987,57.18,1599200,773.9932140999998,0.0004839877526888443
Lesotho,Africa,1992,59.685,1803195,977.4862725,0.0005420857270012395
Lesotho,Africa,1997,55.558,1982823,1186.147994,0.0005982117385162467
Lesotho,Africa,2002,44.593,2046772,1275.184575,0.0006230222882665973
Lesotho,Africa,2007,42.592,2012649,1569.331442,0.0007797342914735753
Liberia,Africa,1952,38.48,863308,575.5729961000002,0.0006667064316559098
Liberia,Africa,1957,39.486,975950,620.9699901,0.0006362723398739689
Liberia,Africa,1962,40.502,1112796,634.1951625,0.0005699114325536756
Liberia,Africa,1967,41.536,1279406,713.6036482999998,0.0005577616865170242
Liberia,Africa,1972,42.614,1482628,803.0054535,0.0005416095294976218
Liberia,Africa,1977,43.764,1703617,640.3224382999998,0.00037586055921019795
Liberia,Africa,1982,44.852,1956875,572.1995694,0.0002924047623890131
Liberia,Africa,1987,46.027,2269414,506.1138573,0.00022301521771699655
Liberia,Africa,1992,40.802,1912974,636.6229191000001,0.000332792248666213
Liberia,Africa,1997,42.221,2200725,609.1739508,0.0002768060301945949
Liberia,Africa,2002,43.753,2814651,531.4823679,0.0001888270936254619
Liberia,Africa,2007,45.678,3193942,414.5073415,0.0001297792325283302
Libya,Africa,1950,42.723,961305,2084.283473,0.002168181246326608
Libya,Africa,1952,42.723,1019729,2387.54806,0.0023413554581658462
Libya,Africa,1957,45.289,1201578,3448.284395,0.002869796546707746
Libya,Africa,1962,47.808,1441863,6757.030816,0.0046863195851478264
Libya,Africa,1967,50.227,1759224,18772.75169,0.01067104114655098
Libya,Africa,1972,52.773,2183877,21011.49721,0.009621190758453888
Libya,Africa,1977,57.442,2721783,21951.21176,0.008065011707399157
Libya,Africa,1982,62.155,3344074,17364.275380000006,0.0051925511756019775
Libya,Africa,1987,66.234,3799845,11770.5898,0.0030976499830914156
Libya,Africa,1992,68.755,4364501,9640.138501,0.002208760749739775
Libya,Africa,1997,71.555,4759670,9467.446056,0.0019890971550548674
Libya,Africa,2002,72.737,5368585,9534.677467,0.0017760131332557833
Libya,Africa,2007,73.952,6036914,12057.49928,0.0019972951875743138
Lithuania,FSU,1973,71.61,3245551,11523.45902,0.003550540114760175
Lithuania,FSU,1990,71.37,3694836,13148.25839,0.003558549930226944
Lithuania,FSU,1991,70.54,3702136,12374.35926,0.003342491810133393
Lithuania,FSU,1992,70.4,3700278,9743.510738,0.002633183435947245
Lithuania,FSU,1993,69.01,3689004,8190.015322,0.002220115598139769
Lithuania,FSU,1994,68.58,3679636,7406.201416,0.0020127538202148257
Lithuania,FSU,1995,69.02,3673577,7804.174479,0.002124407485946259
Lithuania,FSU,1996,70.14,3668316,8182.6892659999985,0.0022306391450463915
Lithuania,FSU,1997,70.98,3664372,8764.901122,0.0023919244885617507
Lithuania,FSU,1998,71.31,3661168,9412.969278,0.0025710290481070525
Lithuania,FSU,1999,71.69,3658454,9259.81304,0.002531072699014392
Lithuania,FSU,2000,72.14,3654387,9631.652985,0.002635641212876469
Lithuania,FSU,2001,71.74,3645747,10272.36554,0.0028176298410174925
Lithuania,FSU,2002,71.93,3633232,11008.67662,0.003029995502626862
Lithuania,FSU,2003,72.18,3620094,12120.3462,0.0033480749947377058
Lithuania,FSU,2004,72.14,3607899,13049.47815,0.0036169189187391336
Lithuania,FSU,2005,71.56,3596617,14085.0,0.003916180121486386
Lithuania,FSU,2007,72.962,3575439,16666.50874,0.004661388081295752
Luxembourg,Europe,1950,65.7472,295587,14554.95629,0.04924085392794676
Luxembourg,Europe,1952,65.92,299263,14326.13779,0.047871396697887814
Luxembourg,Europe,1957,67.47,308453,16545.86334,0.053641440802974845
Luxembourg,Europe,1960,69.07,313969,17086.721709999998,0.05442168401975991
Luxembourg,Europe,1961,69.57,316845,17621.051330000002,0.05561410572993104
Luxembourg,Europe,1962,68.67,320750,17713.69998,0.05522587678877631
Luxembourg,Europe,1963,68.89,324100,17788.60394,0.0548861584078988
Luxembourg,Europe,1964,69.07,327750,19273.35177,0.05880503972540046
Luxembourg,Europe,1965,69.4,331500,19349.15509,0.05836849197586727
Luxembourg,Europe,1966,69.31,333895,19340.04205,0.057922526692523096
Luxembourg,Europe,1967,69.69,335012,19163.00329,0.05720094590641529
Luxembourg,Europe,1968,70.28,335867,19989.64977,0.05951656390773729
Luxembourg,Europe,1969,69.84,337500,22105.34353,0.06549731416296296
Luxembourg,Europe,1970,69.58,339174,22298.67123,0.06574404650710255
Luxembourg,Europe,1971,69.47,342400,22667.93419,0.06620307882593458
Luxembourg,Europe,1972,70.71,346600,23883.19799,0.06890709171956146
Luxembourg,Europe,1973,70.47,350450,25579.14322,0.0729894227992581
Luxembourg,Europe,1974,70.55,355050,26441.810230000006,0.07447348325587948
Luxembourg,Europe,1975,70.52,358950,24454.52122,0.06812793207967684
Luxembourg,Europe,1976,70.47,360750,24917.28779,0.06907079082467082
Luxembourg,Europe,1977,71.76,361450,25282.32839,0.06994695916447641
Luxembourg,Europe,1978,71.71,362100,26202.0136,0.07236126373929853
Luxembourg,Europe,1979,72.41,363000,26887.08062,0.07406909261707989
Luxembourg,Europe,1980,72.59,364400,27021.64537,0.07415380178375411
Luxembourg,Europe,1981,72.38,365400,26826.65989,0.07341724107827038
Luxembourg,Europe,1982,72.47,365718,27078.42115,0.07404180584494063
Luxembourg,Europe,1983,73.35,365885,27876.96353,0.0761905066619293
Luxembourg,Europe,1984,73.11,366272,29606.07112,0.08083083369736152
Luxembourg,Europe,1985,73.68,367169,30435.46678,0.08289225610005202
Luxembourg,Europe,1986,74.61,369019,33355.97899,0.09039095274227073
Luxembourg,Europe,1987,74.15,371660,34518.86801000001,0.09287754401872683
Luxembourg,Europe,1988,74.75,375624,37373.59064,0.09949734479160012
Luxembourg,Europe,1989,74.68,377621,40736.66326,0.10787711292539345
Luxembourg,Europe,1990,75.4,382966,42467.63837,0.11089140646950382
Luxembourg,Europe,1991,75.47,387152,45750.52091,0.11817198648076208
Luxembourg,Europe,1992,75.17,392552,45854.3599,0.11681091906295217
Luxembourg,Europe,1993,75.75,398084,47055.53084,0.11820502918981923
Luxembourg,Europe,1994,76.37,403756,48284.01468,0.11958711370233507
Luxembourg,Europe,1995,76.48,409704,48165.2586,0.11756111387733584
Luxembourg,Europe,1996,76.5,415566,49005.58853,0.11792492294846066
Luxembourg,Europe,1997,76.82,421014,52622.89589,0.12499084564883828
Luxembourg,Europe,1998,77.01,426495,55788.95866,0.13080800164128537
Luxembourg,Europe,1999,77.68,432527,59349.52097000001,0.1372157598716381
Luxembourg,Europe,2000,77.83,438777,63924.1627,0.14568713195997054
Luxembourg,Europe,2001,77.96,444779,63932.8448,0.14374069998808398
Luxembourg,Europe,2002,78.09,450786,64421.03482000001,0.1429082420927003
Luxembourg,Europe,2003,77.96,456764,65308.34204,0.14298049329631934
Luxembourg,Europe,2004,79.27,462690,67283.43435,0.14541795662322504
Luxembourg,Europe,2005,79.57,468571,70014.0,0.1494202586160902
"Macao, China",Asia,1972,66.42,261202,9344.183089,0.03577378078651772
"Macao, China",Asia,1977,69.43,249116,12941.18511,0.051948430088793976
"Macao, China",Asia,1982,74.03,270811,15856.61506,0.05855233007521851
"Macao, China",Asia,1987,76.04,322983,18701.7828,0.05790330388905918
"Macao, China",Asia,1992,77.3,375382,22917.232030000006,0.06105042870995414
"Macao, China",Asia,1997,78.809,417129,23790.48933,0.05703388958811303
"Macao, China",Asia,2002,79.982,437794,24755.47297,0.05654593934590241
"Macao, China",Asia,2007,80.718,456989,54589.82024,0.11945543599517713
Madagascar,Africa,1952,36.681,4762912,1443.011715,0.00030296837627904945
Madagascar,Africa,1957,38.865,5181679,1589.20275,0.0003066964877600484
Madagascar,Africa,1962,40.848,5703324,1643.38711,0.0002881454937506619
Madagascar,Africa,1967,42.881,6334556,1634.047282,0.00025795766617265676
Madagascar,Africa,1972,44.851000000000006,7082430,1748.562982,0.0002468874358094609
Madagascar,Africa,1977,46.881,8007166,1544.228586,0.00019285582264686406
Madagascar,Africa,1982,48.969,9171477,1302.878658,0.0001420576705365995
Madagascar,Africa,1987,49.35,10568642,1155.441948,0.0001093273807552569
Madagascar,Africa,1992,52.214,12210395,1040.67619,8.522870799838989e-05
Madagascar,Africa,1997,54.978,14165114,986.2958956,6.96285180338118e-05
Madagascar,Africa,2002,57.286,16473477,894.6370822,5.43077264259391e-05
Madagascar,Africa,2007,59.44300000000001,19167654,1044.770126,5.450693788608663e-05
Malawi,Africa,1952,36.256,2917802,369.1650802,0.00012652163518977642
Malawi,Africa,1957,37.207,3221238,416.3698064,0.00012925769732009866
Malawi,Africa,1962,38.41,3628608,427.9010856,0.00011792430750304248
Malawi,Africa,1967,39.487,4147252,495.5147806,0.00011948026804254962
Malawi,Africa,1972,41.76600000000001,4730997,584.6219709,0.00012357267842275104
Malawi,Africa,1977,43.767,5637246,663.2236766,0.00011765029885160236
Malawi,Africa,1982,45.642,6502825,632.8039209,9.731215600911911e-05
Malawi,Africa,1987,47.457,7824747,635.5173633999998,8.121890246419466e-05
Malawi,Africa,1992,49.42,10014249,563.2000145,5.6239865265982495e-05
Malawi,Africa,1997,47.495,10419991,692.2758102999999,6.64372752625218e-05
Malawi,Africa,2002,45.00899999999999,11824495,665.4231186000002,5.627497145544061e-05
Malawi,Africa,2007,48.303,13327079,759.3499101,5.697797019887104e-05
Malaysia,Asia,1952,48.463,6748378,1831.132894,0.0002713441502535869
Malaysia,Asia,1957,52.102,7739235,1810.0669920000007,0.00023388190073049864
Malaysia,Asia,1962,55.737,8906385,2036.884944,0.00022869940430376634
Malaysia,Asia,1967,59.371,10154878,2277.742396,0.00022430032108706772
Malaysia,Asia,1972,63.01,11441462,2849.09478,0.00024901492309287046
Malaysia,Asia,1977,65.256,12845381,3827.921571,0.000297999846871027
Malaysia,Asia,1982,68.0,14441916,4920.355951,0.00034069966554299303
Malaysia,Asia,1987,69.5,16331785,5249.802653,0.0003214469608190409
Malaysia,Asia,1992,70.693,18319502,7277.912802,0.00039727678197802536
Malaysia,Asia,1997,71.938,20476091,10132.90964,0.0004948654330555573
Malaysia,Asia,2002,73.044,22662365,10206.97794,0.00045039332567452695
Malaysia,Asia,2007,74.241,24821286,12451.6558,0.0005016523237353617
Maldives,,1972,51.44,122681,719.3213789,0.005863347860711928
Maldives,,1977,54.58,140721,698.0381402,0.004960440447410124
Maldives,,1982,57.137,164210,985.4992676,0.006001457083003471
Maldives,,1987,59.637,194783,1674.197279,0.00859519197773933
Maldives,,1992,60.989,232026,2261.799787,0.009748044559661417
Maldives,,1997,63.413,274366,2945.765301000001,0.010736626626477045
Maldives,,2002,65.584,320165,3643.831807,0.011381106014086487
Maldives,,2007,68.464,369031,5166.821660000001,0.014001050480853917
Mali,Africa,1952,33.685,3838168,452.3369807,0.00011785231409880965
Mali,Africa,1957,35.30699999999999,4241884,490.3821867,0.00011560480831158985
Mali,Africa,1962,36.936,4690372,496.1743428,0.00010578571226333434
Mali,Africa,1967,38.487,5212416,545.0098873,0.00010455993675485608
Mali,Africa,1972,39.977,5828158,581.3688761,9.975173564271936e-05
Mali,Africa,1977,41.714,6491649,686.3952693,0.00010573511742548003
Mali,Africa,1982,43.916,6998256,618.0140640999998,8.830972518010199e-05
Mali,Africa,1987,46.364,7634008,684.1715576,8.96215405590353e-05
Mali,Africa,1992,48.38800000000001,8416215,739.014375,8.780840021315995e-05
Mali,Africa,1997,49.903,9384984,790.2579846,8.420451058840377e-05
Mali,Africa,2002,51.81800000000001,10580176,951.4097518,8.992381145644457e-05
Mali,Africa,2007,54.467,12031795,1042.581557,8.665220418067296e-05
Malta,Europe,1962,68.896,329011,2250.881414,0.006841356106634732
Malta,Europe,1967,69.456,318573,2878.912966,0.009036901953398437
Malta,Europe,1972,70.648,319430,4129.491285,0.012927687709357294
Malta,Europe,1977,72.167,332066,7348.855743999998,0.02213070818451753
Malta,Europe,1982,73.547,360222,9683.25022,0.026881340451166226
Malta,Europe,1987,75.039,349047,11105.42748,0.031816424378378845
Malta,Europe,1992,76.274,365897,14745.5202,0.04029964771506736
Malta,Europe,1997,77.402,382953,18048.17488,0.04712895545928612
Malta,Europe,2002,78.617,393515,20162.82658,0.051237758611488764
Malta,Europe,2007,79.44,401880,21711.72686,0.054025397780431965
Martinique,,2002,78.783,422277,13561.80991,0.03211590948595353
Mauritania,Africa,1952,40.543,1022556,743.1159097,0.0007267239248510594
Mauritania,Africa,1957,42.338,1076852,846.1202613,0.0007857349582858183
Mauritania,Africa,1962,44.24800000000001,1146757,1055.896036,0.0009207670291090441
Mauritania,Africa,1967,46.289,1230542,1421.145193,0.0011548936915603044
Mauritania,Africa,1972,48.437,1332786,1586.851781,0.001190627588375028
Mauritania,Africa,1977,50.852,1456688,1497.492223,0.001028011642163593
Mauritania,Africa,1982,53.599,1622136,1481.150189,0.0009130863189029773
Mauritania,Africa,1987,56.145,1841240,1421.603576,0.0007720903173947992
Mauritania,Africa,1992,58.333,2119465,1361.369784,0.0006423176528038916
Mauritania,Africa,1997,60.43,2444741,1483.136136,0.0006066639108191829
Mauritania,Africa,2002,62.247,2828858,1579.019543,0.0005581826811384665
Mauritania,Africa,2007,64.164,3270065,1803.151496,0.0005514115150616272
Mauritius,Africa,1952,50.986,516556,1967.955707,0.003809762556237852
Mauritius,Africa,1957,58.089,609816,2034.037981,0.003335494609849528
Mauritius,Africa,1962,60.246,701016,2529.0674870000007,0.0036077172090223345
Mauritius,Africa,1967,61.557,789309,2475.387562,0.003136145111736975
Mauritius,Africa,1972,62.944,851334,2575.484158,0.0030252335252674042
Mauritius,Africa,1977,64.93,913025,3710.982963,0.004064492169436763
Mauritius,Africa,1982,66.711,992040,3688.037739,0.0037176300743921617
Mauritius,Africa,1987,68.74,1042663,4783.586903,0.004587855235104727
Mauritius,Africa,1992,69.745,1096202,6058.253846000001,0.0055265852881129585
Mauritius,Africa,1997,70.736,1149818,7425.705295000002,0.006458157112690879
Mauritius,Africa,2002,71.954,1200206,9021.815894,0.0075168895123003876
Mauritius,Africa,2007,72.801,1250882,10956.99112,0.008759412254713075
Mexico,Americas,1950,49.6,28485180,3293.777163,0.00011563125677984132
Mexico,Americas,1952,50.789,30144317,3478.125529,0.00011538246260480872
Mexico,Americas,1957,55.19,35015548,4131.546641,0.0001179917744254638
Mexico,Americas,1962,58.299,41121485,4581.609385,0.00011141643802503727
Mexico,Americas,1967,60.11,47995559,5754.733883,0.0001199013826050031
Mexico,Americas,1972,62.361,55984294,6809.406690000002,0.0001216306610921985
Mexico,Americas,1977,65.032,63759976,7674.929108,0.00012037220823295167
Mexico,Americas,1982,67.405,71640904,9611.147541,0.00013415726218362627
Mexico,Americas,1987,69.498,80122492,8688.156003,0.00010843591838107082
Mexico,Americas,1992,71.455,88111030,9472.384295,0.00010750509096307238
Mexico,Americas,1997,73.67,95895146,9767.29753,0.00010185393043773039
Mexico,Americas,2002,74.902,102479927,10742.44053,0.00010482482613399988
Mexico,Americas,2007,76.195,108700891,11977.57496,0.00011018837886066637
"Micronesia, Fed. Sts.",,1972,62.599,60427,3495.1762670000007,0.05784130052790972
"Micronesia, Fed. Sts.",,1977,64.693,70368,5234.545679999998,0.07438815484311048
"Micronesia, Fed. Sts.",,1982,65.328,82188,4745.825390999999,0.05774353179296247
"Micronesia, Fed. Sts.",,1987,65.883,97727,5205.100479,0.053261641910628585
"Micronesia, Fed. Sts.",,1992,66.443,114694,5659.930189,0.04934809309118175
"Micronesia, Fed. Sts.",,1997,67.056,106911,5238.144022,0.04899537018641674
"Micronesia, Fed. Sts.",,2002,67.57300000000001,108071,5565.146878000001,0.051495284377862716
"Micronesia, Fed. Sts.",,2007,68.53399999999999,107862,5422.1289670000015,0.050269130620607824
Moldova,Europe,1950,58.4,2336432,2752.304469,0.0011779946812062153
Moldova,Europe,1992,67.27600000000001,4448083,2839.94394,0.0006384646914187528
Moldova,Europe,1997,66.75,4441779,1830.29436,0.0004120633556959948
Moldova,Europe,2002,67.922,4434547,1933.647251,0.0004360416635566158
Moldova,Europe,2007,68.865,4480560,2604.7505260000007,0.000581344860017498
Mongolia,Asia,1952,42.244,800663,786.5668575,0.000982394412505636
Mongolia,Asia,1957,45.24800000000001,882134,912.6626085,0.0010346076769515743
Mongolia,Asia,1962,48.25100000000001,1010280,1056.353958,0.00104560513718969
Mongolia,Asia,1967,51.253,1149500,1226.04113,0.0010665864549804264
Mongolia,Asia,1972,53.754,1320500,1421.741975,0.0010766694244604316
Mongolia,Asia,1977,55.49100000000001,1528000,1647.511665,0.0010782144404450262
Mongolia,Asia,1982,57.489,1756032,2000.603139,0.0011392748759703696
Mongolia,Asia,1987,60.222,2015133,2338.008304,0.001160225307212973
Mongolia,Asia,1992,61.271,2312802,1785.402016,0.0007719649222025924
Mongolia,Asia,1997,63.625,2494803,1902.2521,0.0007624858956799394
Mongolia,Asia,2002,65.033,2674234,2140.739323,0.0008005056113264583
Mongolia,Asia,2007,66.803,2874127,3095.7722710000007,0.0010771174241778463
Montenegro,Europe,1952,59.164,413834,2647.585601,0.006397699563109847
Montenegro,Europe,1957,61.448,442829,3682.259903,0.0083153088505947
Montenegro,Europe,1962,63.728,474528,4649.593785,0.009798354965355048
Montenegro,Europe,1967,67.178,501035,5907.850937,0.011791293895636034
Montenegro,Europe,1972,70.63600000000002,527678,7778.414017,0.014740834404693771
Montenegro,Europe,1977,73.066,560073,9595.929905,0.017133355660779937
Montenegro,Europe,1982,74.101,562548,11222.58762,0.019949564517161202
Montenegro,Europe,1987,74.865,569473,11732.51017,0.02060239935870533
Montenegro,Europe,1992,75.435,621621,7003.339037000002,0.011266252325774067
Montenegro,Europe,1997,75.445,692651,6465.613349,0.009334590362245923
Montenegro,Europe,2002,73.98100000000002,720230,6557.194282,0.00910430596059592
Montenegro,Europe,2007,74.543,684736,9253.896111,0.013514545914045705
Morocco,Africa,1952,42.87300000000001,9939217,1688.20357,0.00016985277311079935
Morocco,Africa,1957,45.423,11406350,1642.002314,0.0001439551051826395
Morocco,Africa,1962,47.924,13056604,1566.353493,0.00011996637816387784
Morocco,Africa,1967,50.335,14770296,1711.04477,0.00011584363441328461
Morocco,Africa,1972,52.862,16660670,1930.194975,0.00011585338254704044
Morocco,Africa,1977,55.73,18396941,2370.619976,0.00012885946505997926
Morocco,Africa,1982,59.65,20198730,2702.620356,0.00013380149920316772
Morocco,Africa,1987,62.677,22987397,2755.046991,0.0001198503245495782
Morocco,Africa,1992,65.393,25798239,2948.047252,0.00011427319717442729
Morocco,Africa,1997,67.66,28529501,2982.101858,0.00010452695467754589
Morocco,Africa,2002,69.615,31167783,3258.495584,0.00010454691576876031
Morocco,Africa,2007,71.164,33757175,3820.17523,0.00011316631886406371
